bbl,facdomain,facgroup,facsubgrp,factype,facname,overagency,address,id
4156490001,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,PARKS,NEIGHBORHOOD PARK,BEACH 9 PLAYGROUND,NYC Department of Parks and Recreation,SEAGIRT BLVD BET. B. 12 ST. AND B. 9 ST.,2919
4156490001,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,PARKS,NEIGHBORHOOD PARK,BEACH 17 PLAYGROUND,NYC Department of Parks and Recreation,SEAGIRT BLVD BET. B. 17 ST. AND B. 12 ST.,2867
4157360001,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,HIGH SCHOOL - PUBLIC,"QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH, AND TECHNOLOGY",NYC Department of Education,821 BAY 25 STREET,24687
4157360001,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,HIGH SCHOOL - PUBLIC,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL,NYC Department of Education,821 BAY 25 STREET,11895
4157360001,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,AFTER-SCHOOL PROGRAMS,AFTERSCHOOL PROGRAMS,COMMUNITY MEDIATION SERVICES INC AFTERSCHOOL PROGRAMS,NYC Department of Youth and Community Development,8-21 BAY 25 STREET,8389
4157360001,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,AFTER-SCHOOL PROGRAMS,AFTERSCHOOL PROGRAMS,THE CHILD CENTER OF NY INC AFTERSCHOOL PROGRAMS,NYC Department of Youth and Community Development,8-21 BAY 25 STREET,29273
4157360001,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,AFTER-SCHOOL PROGRAMS,AFTERSCHOOL PROGRAMS,SHELTERING ARMS CHILDREN AND FAMILY SERVICES INC AFTERSCHOOL PROGRAMS,NYC Department of Youth and Community Development,8-21 BAY 25 STREET,26722
4158920001,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,BETHEL MISSION LOVING DAY CARE,NYC Administration for Childrens Services,338 BEACH 56 STREET,3295
4158920001,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,"BETHEL EMANUEL TEMPLE, INC.",NYC Department of Health and Mental Hygiene,338 BEACH 56 STREET,3289
4159260001,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,LUCILLE ROSE DAY CARE CENTER,NYC Administration for Childrens Services,148 BEACH 59 STREET,17248
4159260001,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,LUCILLE ROSE DAY CARE CENTER,NYC Department of Health and Mental Hygiene,148 BEACH 59 STREET,17249
4159550003,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES",OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,BEACH 41ST CLUB (MIDDLE SCH..),NYC Department of Youth and Community Development,426 BEACH 40 STREET,2914
4159550003,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES",OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,FAR ROCKAWAY - OPT 2,NYC Department of Youth and Community Development,426 BEACH 40 STREET,11122
4159550003,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES",OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,BEACH 41ST CLUB (HIGH SCHOOL),NYC Department of Youth and Community Development,426 BEACH 40 STREET,2913
4159740003,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,AFTER-SCHOOL PROGRAMS,AFTERSCHOOL PROGRAMS,SHELTERING ARMS CHILDREN AND FAMILY SERVICES INC AFTERSCHOOL PROGRAMS,NYC Department of Youth and Community Development,420 BEACH 51 STREET,26717
4159740003,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,AFTER-SCHOOL PROGRAMS,AFTERSCHOOL PROGRAMS,COMMUNITY MEDIATION SERVICES INC AFTERSCHOOL PROGRAMS,NYC Department of Youth and Community Development,420 BEACH 51 STREET,8388
4159800002,ADMINISTRATION OF GOVERNMENT,"CITY AGENCY PARKING, MAINTENANCE, AND STORAGE",MAINTENANCE AND GARAGES,GARAGE,EDGEMERE LANDFILL,NYC Department of Sanitation,,10165
4159800002,ADMINISTRATION OF GOVERNMENT,"CITY AGENCY PARKING, MAINTENANCE, AND STORAGE",MAINTENANCE AND GARAGES,GARAGE,SANITATION GARAGE FACILITY,NYC Department of Sanitation,5402 ALMEDA AVENUE,26179
4159800100,CORE INFRASTRUCTURE AND TRANSPORTATION,SOLID WASTE,SOLID WASTE TRANSFER AND CARTING,DSNY GARAGE,QE14G GARAGE,NYC Department of Sanitation,51-10 ALMEDA AVENUE,24494
4159800100,CORE INFRASTRUCTURE AND TRANSPORTATION,SOLID WASTE,SOLID WASTE TRANSFER AND CARTING,DSNY GARAGE,QS LCU GARAGE,NYC Department of Sanitation,,24525
4160390014,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,AFTER-SCHOOL PROGRAMS,AFTERSCHOOL PROGRAMS,SPORTS AND ARTS IN SCHOOL FOUNDATION INC AFTERSCHOOL PROGRAMS,NYC Department of Youth and Community Development,488 BEACH 66 STREET,27584
4160390014,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,AFTER-SCHOOL PROGRAMS,AFTERSCHOOL PROGRAMS,NEW YORK JUNIOR TENNIS LEAGUE INC AFTERSCHOOL PROGRAMS,NYC Department of Youth and Community Development,488 BEACH 66 STREET,19691
4160830037,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,SHELDON R WEAVER DCC 2,NYC Administration for Childrens Services,71-15 BEACH CHANNEL DRIVE,26710
4160830037,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,"BETHEL EMANUEL TEMPLE, INC.",NYC Department of Health and Mental Hygiene,71-15 BEACH CHANNEL DRIVE,3290
4160830037,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES,BETHEL MISSION STATION CHURCH INC / BETHEL EMANUEL TEMPLE INC EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES,NYC Administration for Childrens Services,71-15 BEACH CHANNEL DRIVE,3299
4160830037,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES,BETHEL MISSION STATION CHURCH INC / BETHEL EMANUEL TEMPLE INC EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES,NYC Administration for Childrens Services,72-05 BEACH CHANNEL DRIVE,3300
4161140002,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,HAMMEL (2),NYC Department of Education,81-04 ROCKAWAY BEACH BOULEVARD,13184
4161140002,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,NYCHA-HAMMEL,NYC Department of Education,84-16 ROCKAWAY BEACH BOULEVARD,20339
4161230086,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,NEW HORIZON COUNSELING CENTER WEST ROCKAWAY CLINIC,NYS Office of Mental Health,88-02 ROCKAWAY BEACH BOULEVARD,19400
4161230086,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,NEW HORIZON COUNSELING CENTER ACT TEAM,NYS Office of Mental Health,88-02 ROCKAWAY BEACH BOULEVARD,19397
4161570010,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,HEALTH HOME NON MEDICAID CARE MANAGEMENT C&Y,NYS Office of Mental Health,230 BEACH 102 STREET,13570
4161570010,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,HEALTH  HOME CARE MANAGEMENT C&Y,NYS Office of Mental Health,230 BEACH 102 STREET,13545
4161670099,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,FEEDING SITE,LYFE PROGRAM AT BEACH CHANNEL HS,NYC Department of Education,100-00 BEACH CHANNEL DRIVE,17302
4161670099,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,FEEDING SITE,ALTERNATE LEARNING CENTERAT IS 53 BR,NYC Department of Education,100-00 BEACH CHANNEL DRIVE,1854
4161670099,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,HIGH SCHOOL - PUBLIC,ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAINABILITY,NYC Department of Education,100-00 BEACH CHANNEL DRIVE,25690
4161670099,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,HIGH SCHOOL - PUBLIC,ROCKAWAY COLLEGIATE HIGH SCHOOL,NYC Department of Education,100-00 BEACH CHANNEL DRIVE,25675
4161670099,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,AFTER-SCHOOL PROGRAMS,AFTERSCHOOL PROGRAMS,PARTNERSHIP WITH CHILDREN INC AFTERSCHOOL PROGRAMS,NYC Department of Youth and Community Development,100-00 BEACH CHANNEL DRIVE,23189
4161670099,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,AFTER-SCHOOL PROGRAMS,AFTERSCHOOL PROGRAMS,BERGEN BASIN COMMUNITY DEVELOPMENT CORPORATION AFTERSCHOOL PROGRAMS,NYC Department of Youth and Community Development,100-00 BEACH CHANNEL DRIVE,3138
4161670099,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES",OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,JHS 262 (CHANNEL VIEW),NYC Department of Youth and Community Development,100-00 BEACH CHANNEL DRIVE,15621
4161670099,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES",OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,BEACH CHANNEL HS,NYC Department of Youth and Community Development,100-00 BEACH CHANNEL DRIVE,2921
4161810001,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,AFTER-SCHOOL PROGRAMS,AFTERSCHOOL PROGRAMS,THE CHILD CENTER OF NY INC AFTERSCHOOL PROGRAMS,NYC Department of Youth and Community Development,190 BEACH 110 STREET,29266
4161810001,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,AFTER-SCHOOL PROGRAMS,AFTERSCHOOL PROGRAMS,BERGEN BASIN COMMUNITY DEVELOPMENT CORPORATION AFTERSCHOOL PROGRAMS,NYC Department of Youth and Community Development,190 BEACH 110 STREET,3144
4161880034,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,NEW HORIZON COUNSELING CENTER - AH SCM - PARK INN,NYS Office of Mental Health,115-02 OCEAN PROMENADE,19396
4161880034,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,HEALTH HOME CARE MANAGEMENT,NYS Office of Mental Health,115-02 OCEAN PROMENADE,13565
5000020001,CORE INFRASTRUCTURE AND TRANSPORTATION,TRANSPORTATION,PORTS AND FERRY LANDINGS,FERRY TERMINAL,ST GEORGE FERRY TERM/MARINE 9,NYC Department of Transportation,,27733
5000020001,CORE INFRASTRUCTURE AND TRANSPORTATION,TRANSPORTATION,PORTS AND FERRY LANDINGS,FERRY TERMINAL,ST. GEORGE FERRY TERMINAL,NYC Department of Transportation,ST GEORGE FERRY TERMINAL,27985
5000020022,ADMINISTRATION OF GOVERNMENT,OTHER PROPERTY,MISCELLANEOUS USE,WATERFRONT PROPERTY,WHEEL-NORTH SITE REDEVELOPMENT,NYC Economic Development Corporation,155 RICHMOND TERRACE,32185
5000020022,ADMINISTRATION OF GOVERNMENT,OTHER PROPERTY,MISCELLANEOUS USE,WATERFRONT PROPERTY,WATERFRONT PROPERTY,NYC Department of Small Business Services,155 RICHMOND TERRACE,31879
5000050051,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY OFFICE,FIELD OFFICE-S.I.TORT.DIVN,NYC Department of Environmental Protection,60 BAY STREET,11257
5000050051,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY OFFICE,FIELD OFFICE-S.I.TORT.DIVN,NYC Law Department,60 BAY STREET,11258
5000050051,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY OFFICE,FIELD OFFICE-S.I.TORT.DIVN,NYC Office of Court Administration,60 BAY STREET,11259
5000050065,HEALTH AND HUMAN SERVICES,HEALTH CARE,HEALTH PROMOTION AND DISEASE PREVENTION,EARLY INTERVENTION SERVICES: PRIORITY POPULATIONS TESTING IN NON-CLINICAL SETTINGS,PROJECT HOSPITALITY INC EARLY INTERVENTION SERVICES: PRIORITY POPULATIONS TESTING IN NON-CLINICAL SETTINGS,NYC Department of Health and Mental Hygiene,25 CENTRAL AVENUE,24005
5000050065,HEALTH AND HUMAN SERVICES,HEALTH CARE,HEALTH PROMOTION AND DISEASE PREVENTION,EARLY INTERVENTION SERVICES: PRIORITY POPULATIONS TESTING IN NON-CLINICAL SETTINGS,SUNSET PARK HEALTH COUNCIL INC EARLY INTERVENTION SERVICES: PRIORITY POPULATIONS TESTING IN NON-CLINICAL SETTINGS,NYC Department of Health and Mental Hygiene,25 CENTRAL AVENUE,28788
5000060021,"PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE",JUSTICE AND CORRECTIONS,COURTHOUSES AND JUDICIAL,COURTHOUSE,COURTHOUSE/MEMORIAL GRN/GARAGE,NYS Unified Court System,,8847
5000060021,"PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE",JUSTICE AND CORRECTIONS,COURTHOUSES AND JUDICIAL,COURTHOUSE,RICHMOND CRIMINAL COURT,NYS Unified Court System,26 CENTRAL AVENUE,25391
5000070001,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,BOROUGH OFFICE,STATEN ISLAND BOROUGH HALL,NYC Department of Housing Preservation and Development,,28304
5000070001,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,BOROUGH OFFICE,STATEN ISLAND BOROUGH HALL,NYC Office of the City Clerk,,28306
5000070001,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,BOROUGH OFFICE,STATEN ISLAND BOROUGH HALL,NYC Department of Buildings,,28303
5000070001,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,BOROUGH OFFICE,STATEN ISLAND BOROUGH HALL,NYC Department of Transportation,,28305
5000080060,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,LEGAL AND INTERVENTION SERVICES,LEGAL SERVICES INITIATIVES,CAMBA LEGAL SERVICES INC LEGAL SERVICES INITIATIVES,NYC Human Resources Administration,120 STUYVESANT PLACE,5330
5000080060,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,LEGAL AND INTERVENTION SERVICES,LEGAL SERVICES INITIATIVES,URBAN JUSTICE CENTER LEGAL SERVICES INITIATIVES,NYC Human Resources Administration,120 STUYVESANT PLACE,31165
5000080070,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY OFFICE,SI CIVIL & COUNTY CLERK,NYC City Council,130 STUYVESANT PLACE,26914
5000080070,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY OFFICE,SI CIVIL & COUNTY CLERK,NYC Department of Probation,,26915
5000080070,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,BOROUGH OFFICE,SI CIVIL & COUNTY CLERK,NYC Public Administrators Office - Staten Island,,26917
5000080070,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,BOROUGH OFFICE,SI CIVIL & COUNTY CLERK,NYC Department of City Planning,,26916
5000160007,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),GED AND ALTERNATIVE HIGH SCHOOL EQUIVALENCY,GED-ALTERNATIVE HIGH SCHOOL EQUIVALENCY PREP PROGRAMS,GED P2G-ST GEORGE CTR/EVEN - AHSEP,NYC Department of Education,450 ST MARKS PLACE,12303
5000160007,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),GED AND ALTERNATIVE HIGH SCHOOL EQUIVALENCY,GED-ALTERNATIVE HIGH SCHOOL EQUIVALENCY PREP PROGRAMS,GED PLUS-ST GEORGE CENTER - AHSEP,NYC Department of Education,450 ST MARK'S PLACE,12311
5000160050,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,ENGAGING FAMILIES PROGRAM,NYS Office of Mental Health,358 ST MARKS PLACE,10552
5000160050,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,SUPPORTED YOUTH EDUCATION AND EMPLOYMENT PROGRAM,NYS Office of Mental Health,358 ST MARKS PLACE,28861
5000160050,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,RESIDENTIAL FAMILY PEER SUPPORT,NYS Office of Mental Health,358 ST MARKS PLACE,25324
5000160050,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,FAMILY SUPPORT PROGRAM,NYS Office of Mental Health,358 ST MARKS PLACE,11106
5000160050,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,FAMILY PEER SUPPORT PROGRAM,NYS Office of Mental Health,358 ST MARKS PLACE,11076
5000160054,"EDUCATION, CHILD WELFARE, AND YOUTH",VOCATIONAL AND PROPRIETARY SCHOOLS,PROPRIETARY SCHOOLS,LICENSED PRIVATE SCHOOLS,"CAREER SCHOOL OF NY, INC.",NYC Department of Education,350 ST MARKS PLACE,5500
5000160054,"EDUCATION, CHILD WELFARE, AND YOUTH",VOCATIONAL AND PROPRIETARY SCHOOLS,PROPRIETARY SCHOOLS,LICENSED PRIVATE SCHOOLS,"STUART SCHOOL OF CAREER TECHNOLOGY,",NYC Department of Education,350 ST MARKS PLACE,28553
5000180015,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,ELEMENTARY SCHOOL - PUBLIC,P.S. 016 JOHN J. DRISCOLL,NYC Department of Education,80 MONROE AVENUE,21176
5000180015,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,ELEMENTARY SCHOOL - PUBLIC,FORT HILL COLLABORATIVE ELEMENTARY SCHOOL,NYC Department of Education,80 MONROE AVENUE,11761
5000220001,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,AFTER-SCHOOL PROGRAMS,AFTERSCHOOL PROGRAMS,GLOBAL KIDS INC AFTERSCHOOL PROGRAMS,NYC Department of Youth and Community Development,105 HAMILTON AVENUE,12535
5000220001,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,AFTER-SCHOOL PROGRAMS,AFTERSCHOOL PROGRAMS,THE CHILDREN'S AID SOCIETY AFTERSCHOOL PROGRAMS,NYC Department of Youth and Community Development,105 HAMILTON AVENUE,29301
5000510030,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,RICHMOND TERRACE,NYC Department of Education,71 JERSEY STREET,25414
5000510030,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,RICHMOND TERRACE (1),NYC Department of Education,476 RICHMOND TERRACE,25415
5000760200,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,MUSEUMS,MUSEUM,NOBLE MARITIME COLLECTION,NYC Department of Cultural Affairs,1000 RICHMOND TERRACE,19902
5000760200,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,MUSEUMS,MUSEUM,STATEN ISLAND INSTITUTE OF ARTS AND SCIENCES,NYC Department of Cultural Affairs,1000 RICHMOND TERRACE,28355
5000760200,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,MUSEUMS,MUSEUM,STATEN ISLAND CHILDREN'S MUSEUM,NYC Department of Cultural Affairs,1000 RICHMOND TERRACE BUILDING,28319
5001010002,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,DAY TREATMENT NORTH,NYS Office of Mental Health,669 CASTLETON AVENUE,9229
5001010002,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,STATEN ISLAND MH SOCIETY CHAIT CLINIC OF RUMC,NYS Office of Mental Health,669 CASTLETON AVENUE,28366
5001010002,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,EARLY RECOGNITION AND SCREENING,NYS Office of Mental Health,669 CASTLETON AVENUE,9874
5001010002,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,CMHC CO-LOCATION IN PRIMARY CARE SETTING,NYS Office of Mental Health,669 CASTLETON AVENUE,8050
5001010103,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,MUSIC,"VIVA VOCE CHAMBER ENSEMBLE, INC.",NYC Department of Cultural Affairs,14 BRENTWOOD AVENUE,31686
5001010103,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,MUSIC,"STATEN ISLAND PHILHARMONIC ORCHESTRA, INC.",NYC Department of Cultural Affairs,14 BRENTWOOD AVENUE,28372
5001020001,HEALTH AND HUMAN SERVICES,HEALTH CARE,CHEMICAL DEPENDENCY,OUTPATIENT CLINIC,RICHMOND UNIVERSITY MEDICAL CENTER OP1,NYS Office of Alcoholism and Substance Abuse Services,355 BARD AVENUE,25424
5001020001,HEALTH AND HUMAN SERVICES,HEALTH CARE,CHEMICAL DEPENDENCY,OUTPATIENT CLINIC,RICHMOND UNIVERSITY MEDICAL CENTER OP2,NYS Office of Alcoholism and Substance Abuse Services,355 BARD AVENUE,25425
5001020001,HEALTH AND HUMAN SERVICES,HEALTH CARE,CHEMICAL DEPENDENCY,OUTPATIENT CLINIC,RICHMOND UNIVERSITY MEDICAL CENTER OP,NYS Office of Alcoholism and Substance Abuse Services,355 BARD AVENUE,25423
5001690001,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,EDWIN MARKHAM GARDENS,NYC Department of Education,47 MARKHAM ROAD,10247
5001690001,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,DOMAIN COMMUNITY SERVICES-MARKHAM GA,NYC Department of Education,70 NORTH BURGHER AVENUE,9616
5001960001,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,COMMUNITY CENTER,WEST BRIGHTON,NYC Housing Authority,230 BROADWAY,32057
5001960001,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,COMMUNITY CENTER,WEST BRIGHTON,NYC Housing Authority,1085 CASTLETON AVENUE,32056
5001970125,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,CASTLE DAY CARE CORP.,NYC Department of Health and Mental Hygiene,1141 CASTLETON AVENUE,5622
5001970125,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,CASTLE  DAY CARE  CORP.,NYC Department of Health and Mental Hygiene,1141 CASTLETON AVENUE,5617
5001980146,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,PROGRAMS FOR PEOPLE WITH DISABILITIES,PROGRAMS FOR PEOPLE WITH DISABILITIES,CROSSROADS UNLIMITED  INC.,NYS Office for People With Developmental Disabilities,1207 CASTLETON AVENUE,8946
5001980146,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,PROGRAMS FOR PEOPLE WITH DISABILITIES,PROGRAMS FOR PEOPLE WITH DISABILITIES,CITY ACCESS NEW YORK,NYS Office for People With Developmental Disabilities,1207 CASTLETON AVENUE,6570
5002130001,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DOE UNIVERSAL PRE-KINDERGARTEN,EARLY EDUCATION PROGRAM,OUR LADY OF MOUNT CARMEL ST. BENEDICTA,NYC Department of Education,285 CLOVE ROAD,21006
5002130001,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DOE UNIVERSAL PRE-KINDERGARTEN,EARLY EDUCATION PROGRAM,CHILD STUDY CENTER OF NEW YORK,NYC Department of Education,285 CLOVE ROAD,6194
5002390001,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,NYC PARKS-MAHONEY PARK,NYC Department of Education,BEACHWOOD-CRESCENT AVE & JERSEY ST,20220
5002390001,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,SILVERLAKE ADM BUILDING,NYC Department of Education,42 REVERE STREET,26963
