facsubgrp,factype,id,facname,id,facname
CHARTER K-12 SCHOOLS,CHARTER SCHOOL,21062,OUR WORLD NEIGHBORHOOD CHARTER SCHOO,21063,OUR WORLD NEIGHBORHOOD CHARTER SCHOOL
HOSPITALS AND CLINICS,SCHOOL BASED DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC,20543,NYU MOBILE DENTAL EQUIP SCH PROG,20544,NYU MOBILE DENTAL VAN
HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC,20544,NYU MOBILE DENTAL VAN,20543,NYU MOBILE DENTAL EQUIP SCH PROG
CHEMICAL DEPENDENCY,COMMUNITY RESIDENTIAL,20628,"ODYSSEY HOUSE, INC. CR",20629,"ODYSSEY HOUSE, INC. IR"
CHEMICAL DEPENDENCY,INTENSIVE RESIDENTIAL,20629,"ODYSSEY HOUSE, INC. IR",20630,"ODYSSEY HOUSE, INC. OP"
CHEMICAL DEPENDENCY,INTENSIVE RESIDENTIAL,20629,"ODYSSEY HOUSE, INC. IR",20628,"ODYSSEY HOUSE, INC. CR"
CHEMICAL DEPENDENCY,OUTPATIENT CLINIC,20630,"ODYSSEY HOUSE, INC. OP",20629,"ODYSSEY HOUSE, INC. IR"
PROPRIETARY SCHOOLS,LICENSED PRIVATE SCHOOLS,20905,OPMI BUSINESS SCHOOL INC.,20906,"OPMI BUSINESS SCHOOL, INC."
PROPRIETARY SCHOOLS,REGISTERED BUSINESS SCHOOLS,20906,"OPMI BUSINESS SCHOOL, INC.",20905,OPMI BUSINESS SCHOOL INC.
CHARTER K-12 SCHOOLS,K-8 SCHOOL - CHARTER,21063,OUR WORLD NEIGHBORHOOD CHARTER SCHOOL,21062,OUR WORLD NEIGHBORHOOD CHARTER SCHOO
"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,SUMMER PROGRAM,SUMMER CAMP",21441,P.S. 11 KATHRYN M. PHELAN SCHO,21442,P.S. 11 KATHRYN M. PHELAN SCHOOL
CHEMICAL DEPENDENCY,COMMUNITY RESIDENTIAL,21076,OUTREACH DEVELOPMENT CORP. CR,21077,OUTREACH DEVELOPMENT CORP. OP 2
CHEMICAL DEPENDENCY,OUTPATIENT CLINIC,21077,OUTREACH DEVELOPMENT CORP. OP 2,21078,OUTREACH DEVELOPMENT CORP. RRSY
CHEMICAL DEPENDENCY,OUTPATIENT CLINIC,21077,OUTREACH DEVELOPMENT CORP. OP 2,21076,OUTREACH DEVELOPMENT CORP. CR
CHEMICAL DEPENDENCY,RESIDENTIAL REHAB FOR YOUTH,21078,OUTREACH DEVELOPMENT CORP. RRSY,21077,OUTREACH DEVELOPMENT CORP. OP 2
CHEMICAL DEPENDENCY,RESIDENTIAL REHAB FOR YOUTH,21079,OUTREACH DEVELOPMENT CORP. RRSY 1,21080,OUTREACH DEVELOPMENT CORPORATION OP
CHEMICAL DEPENDENCY,OUTPATIENT CLINIC,21080,OUTREACH DEVELOPMENT CORPORATION OP,21079,OUTREACH DEVELOPMENT CORP. RRSY 1
CHEMICAL DEPENDENCY,OUTPATIENT CLINIC,21084,OUTREACH PROJECT-BELLPORT OP,21085,OUTREACH PROJECT-BELLPORT OP R
CHEMICAL DEPENDENCY,OUTPATIENT REHABILITATION,21085,OUTREACH PROJECT-BELLPORT OP R,21084,OUTREACH PROJECT-BELLPORT OP
"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES",OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,21442,P.S. 11 KATHRYN M. PHELAN SCHOOL,21441,P.S. 11 KATHRYN M. PHELAN SCHO
"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,SUMMER PROGRAM,SUMMER CAMP",21859,P.S. 19 ROBERTO CLEMENTE SCHOO,21860,P.S. 19 ROBERTO CLEMENTE SCHOOL
"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,SUMMER PROGRAM,SUMMER CAMP",21571,P.S. 132 JUAN PABLO DUARTE SCH,21572,P.S. 132 JUAN PABLO DUARTE SCHOOL
"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES",OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,21572,P.S. 132 JUAN PABLO DUARTE SCHOOL,21571,P.S. 132 JUAN PABLO DUARTE SCH
"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,SUMMER PROGRAM,SUMMER CAMP",21751,P.S. 166 HENRY GRADSTEIN SCHOO,21752,P.S. 166 HENRY GRADSTEIN SCHOOL
"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES",OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,21752,P.S. 166 HENRY GRADSTEIN SCHOOL,21751,P.S. 166 HENRY GRADSTEIN SCHOO
"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,SUMMER PROGRAM,SUMMER CAMP",21845,P.S. 188 MICHAEL E. BERDY SCHO,21846,P.S. 188 MICHAEL E. BERDY SCHOOL
"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES",OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,21860,P.S. 19 ROBERTO CLEMENTE SCHOOL,21859,P.S. 19 ROBERTO CLEMENTE SCHOO
"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES",OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,21846,P.S. 188 MICHAEL E. BERDY SCHOOL,21845,P.S. 188 MICHAEL E. BERDY SCHO
"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,SUMMER PROGRAM,SUMMER CAMP",22007,P.S. 217 COL. DAVID MARCUS SCH,22008,P.S. 217 COL. DAVID MARCUS SCHOOL
"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,SUMMER PROGRAM,SUMMER CAMP",22244,P.S. 32 SAMUEL MILLS SPROLE,22245,P.S. 32 SAMUEL MILLS SPROLE SC
"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES",OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,22008,P.S. 217 COL. DAVID MARCUS SCHOOL,22007,P.S. 217 COL. DAVID MARCUS SCH
"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,SUMMER PROGRAM,SUMMER CAMP",22230,P.S. 31 WILLIAM T. DAVIS SCHOO,22231,P.S. 31 WILLIAM T. DAVIS SCHOOL
"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES",OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,22231,P.S. 31 WILLIAM T. DAVIS SCHOOL,22230,P.S. 31 WILLIAM T. DAVIS SCHOO
"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES",OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,22245,P.S. 32 SAMUEL MILLS SPROLE SC,22244,P.S. 32 SAMUEL MILLS SPROLE
"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES",OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,22402,P.S. 54 SAMUEL C. BARNES SCHOOL,22401,P.S. 54 SAMUEL C. BARNES SCHOO
"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,SUMMER PROGRAM,SUMMER CAMP",22374,P.S. 5 DR. RONALD MCNAIR SCHOO,22375,P.S. 5 DR. RONALD MCNAIR SCHOOL
"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES",OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,22375,P.S. 5 DR. RONALD MCNAIR SCHOOL,22374,P.S. 5 DR. RONALD MCNAIR SCHOO
"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,SUMMER PROGRAM,SUMMER CAMP",22504,P.S. 81 JEAN PAUL RICHTER SCHO,22505,P.S. 81 JEAN PAUL RICHTER SCHOOL
"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,SUMMER PROGRAM,SUMMER CAMP",22401,P.S. 54 SAMUEL C. BARNES SCHOO,22402,P.S. 54 SAMUEL C. BARNES SCHOOL
"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,SUMMER PROGRAM,SUMMER CAMP",22445,P.S. 65 LITTLE RED SCHOOL HOUS,22446,P.S. 65 LITTLE RED SCHOOL HOUSE
"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES",OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,22446,P.S. 65 LITTLE RED SCHOOL HOUSE,22445,P.S. 65 LITTLE RED SCHOOL HOUS
"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES",OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,22505,P.S. 81 JEAN PAUL RICHTER SCHOOL,22504,P.S. 81 JEAN PAUL RICHTER SCHO
"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,SUMMER PROGRAM,SUMMER CAMP",22507,P.S. 81 THADDEUS STEVENS SCHOO,22508,P.S. 81 THADDEUS STEVENS SCHOOL
"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES",OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,22508,P.S. 81 THADDEUS STEVENS SCHOOL,22507,P.S. 81 THADDEUS STEVENS SCHOO
"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,SUMMER PROGRAM,SUMMER CAMP",22547,P.S. 91 RICHARD ARKWRIGHT SCHO,22548,P.S. 91 RICHARD ARKWRIGHT SCHOOL
"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES",OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,22548,P.S. 91 RICHARD ARKWRIGHT SCHOOL,22547,P.S. 91 RICHARD ARKWRIGHT SCHO
"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","SUMMER YOUTH EMPLOYMENT JOBS & INTERNSHIPS,YOUTH EMPLOYMENT",22858,PAL-NEW SOUTH BX. CENTER,22859,PAL-SOUTH BRONX CENTER
"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,SUMMER PROGRAM,SUMMER CAMP",22688,P.S./I.S. 42 ROBERT VERNAM SCH,22689,P.S./I.S. 42 ROBERT VERNAM SCHOOL
"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES",OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,22689,P.S./I.S. 42 ROBERT VERNAM SCHOOL,22688,P.S./I.S. 42 ROBERT VERNAM SCH
CHILD NUTRITION,USDA COMMUNITY ELIGIBILITY OPTION,22779,P811Q AT PS 147Q,22780,P811Q AT Q147
CHILD NUTRITION,FEEDING SITE,22780,P811Q AT Q147,22779,P811Q AT PS 147Q
"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES",OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,22859,PAL-SOUTH BRONX CENTER,22858,PAL-NEW SOUTH BX. CENTER
CHEMICAL DEPENDENCY,MED SUP WITHDRAWAL-OUTPATIENT,22890,"PARALLAX CENTER, INC. MSW-OP",22891,"PARALLAX CENTER, INC. OP"
CHEMICAL DEPENDENCY,OUTPATIENT CLINIC,22891,"PARALLAX CENTER, INC. OP",22890,"PARALLAX CENTER, INC. MSW-OP"
SOLID WASTE PROCESSING,RECYCLABLES HANDLING AND RECOVERY,23196,PASCAP CO INC,23197,"PASCAP CO., INC."
SOUP KITCHENS AND FOOD PANTRIES,SOUP KITCHEN,23181,PART OF THE SOLUTION (POTS),23180,PART OF THE SOLUTION
SOUP KITCHENS AND FOOD PANTRIES,FOOD PANTRY,23180,PART OF THE SOLUTION,23181,PART OF THE SOLUTION (POTS)
SOLID WASTE PROCESSING,SCRAP METAL PROCESSING,23197,"PASCAP CO., INC.",23196,PASCAP CO INC
CHARTER K-12 SCHOOLS,CHARTER SCHOOL,23311,PENINSULA PREP ACAD CHARTER SCH,23312,PENINSULA PREPARATORY ACADEMY CHARTER SCHOOL
CHARTER K-12 SCHOOLS,ELEMENTARY SCHOOL - CHARTER,23312,PENINSULA PREPARATORY ACADEMY CHARTER SCHOOL,23311,PENINSULA PREP ACAD CHARTER SCH
SENIOR SERVICES,SENIOR SERVICES,23317,PENN SOUTH SOCIAL SERVICES INC,23318,PENN SOUTH SOCIAL SERVICES INC NORC SITES
SENIOR SERVICES,NORC SERVICES,23318,PENN SOUTH SOCIAL SERVICES INC NORC SITES,23317,PENN SOUTH SOCIAL SERVICES INC
SOLID WASTE PROCESSING,VEHICLE DISMANTLING FACILITY,23931,PREVETE BROS. DBA ATLANTIC RECYCLING,23932,PREVETE BROS. INC.
SOLID WASTE PROCESSING,SCRAP METAL PROCESSING,23932,PREVETE BROS. INC.,23931,PREVETE BROS. DBA ATLANTIC RECYCLING
CHEMICAL DEPENDENCY,MEDICALLY MONITORED WITHDRAWAL CHEMICAL DEPENDENCY,24061,PROJECT RENEWAL INC MEDICALLY SUPERVISED OUTPATIENT,24062,PROJECT RENEWAL INC MEDICALLY SUPERVISED WITHDRAWAL SERVICES OUTPATIENT
CHEMICAL DEPENDENCY,MED SUP WITHDRAWAL-OUTPATIENT CHEMICAL DEPENDENCY,24062,PROJECT RENEWAL INC MEDICALLY SUPERVISED WITHDRAWAL SERVICES OUTPATIENT,24061,PROJECT RENEWAL INC MEDICALLY SUPERVISED OUTPATIENT
CHEMICAL DEPENDENCY,MEDICALLY MONITORED WITHDRAWAL,24065,PROJECT RENEWAL MMW,24066,PROJECT RENEWAL MSW-OP
CHEMICAL DEPENDENCY,MED SUP WITHDRAWAL-OUTPATIENT,24066,PROJECT RENEWAL MSW-OP,24065,PROJECT RENEWAL MMW
"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES",OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,24266,PS 25-EUBIE BLAKE (MS),24265,PS 25 - EUBIE BLAKE SCHOOL
CHEMICAL DEPENDENCY,INPATIENT REHABILITATION,24085,"PROMESA, INC. IP",24086,"PROMESA, INC. MSW-IP"
CHEMICAL DEPENDENCY,MED SUP WITHDRAWAL - INPATIENT,24086,"PROMESA, INC. MSW-IP",24087,"PROMESA, INC. MTA-R"
CHEMICAL DEPENDENCY,MED SUP WITHDRAWAL - INPATIENT,24086,"PROMESA, INC. MSW-IP",24085,"PROMESA, INC. IP"
CHEMICAL DEPENDENCY,MAOT-A-RESIDENTIAL,24087,"PROMESA, INC. MTA-R",24088,"PROMESA, INC. OP"
CHEMICAL DEPENDENCY,MAOT-A-RESIDENTIAL,24087,"PROMESA, INC. MTA-R",24086,"PROMESA, INC. MSW-IP"
CHEMICAL DEPENDENCY,OUTPATIENT CLINIC,24088,"PROMESA, INC. OP",24087,"PROMESA, INC. MTA-R"
CHEMICAL DEPENDENCY,OUTPATIENT CLINIC,24091,"PROMESA, INC. OP 3",24092,"PROMESA, INC. OTP"
CHEMICAL DEPENDENCY,OPIOID OUTPATIENT TREATMENT,24092,"PROMESA, INC. OTP",24091,"PROMESA, INC. OP 3"
CHEMICAL DEPENDENCY,OPIOID OUTPATIENT TREATMENT,24093,"PROMESA, INC. OTP 1",24094,"PROMESA, INC. RRSY"
CHEMICAL DEPENDENCY,RESIDENTIAL REHAB FOR YOUTH,24094,"PROMESA, INC. RRSY",24093,"PROMESA, INC. OTP 1"
AFTER-SCHOOL PROGRAMS,BEACON AFTER-SCHOOL PROGRAMS,24239,PS 198,24240,PS 198 ISADOR E IDA STRAUS
AFTER-SCHOOL PROGRAMS,TEEN ACTION PROGRAM AFTER-SCHOOL PROGRAMS,24240,PS 198 ISADOR E IDA STRAUS,24239,PS 198
CHEMICAL DEPENDENCY,COMMUNITY RESIDENTIAL,25079,REALITY HOUSE VETERANS CR,25080,"REALITY HOUSE, INC. OP"
"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","ADULT LITERACY READING & WRITING,NDA PROGRAMS,ENGLISH LANGUAGE PROGRAM,ESOL,FAMILY LITERACY,ADULT BASIC EDUCATION,ABE/GED",24265,PS 25 - EUBIE BLAKE SCHOOL,24266,PS 25-EUBIE BLAKE (MS)
CHEMICAL DEPENDENCY,OUTPATIENT CLINIC,25023,RAMON VELEZ RECOVERY CENTER OP,25024,RAMON VELEZ RECOVERY CENTER OTP
CHEMICAL DEPENDENCY,OPIOID OUTPATIENT TREATMENT,25024,RAMON VELEZ RECOVERY CENTER OTP,25023,RAMON VELEZ RECOVERY CENTER OP
CHEMICAL DEPENDENCY,OUTPATIENT CLINIC,25080,"REALITY HOUSE, INC. OP",25079,REALITY HOUSE VETERANS CR
DAY CARE,DAY CARE,25246,RENA DAY CARE CENTER,25247,RENA DAY CARE INC EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES
DAY CARE,EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES,25247,RENA DAY CARE INC EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES,25246,RENA DAY CARE CENTER
CHARTER K-12 SCHOOLS,HIGH SCHOOL - CHARTER,25249,RENAISSANCE CHARTER HIGH SCHOOL FOR INNOVATION,25250,RENAISSANCE CHARTER HS-INNOVATION
CHARTER K-12 SCHOOLS,CHARTER SCHOOL,25250,RENAISSANCE CHARTER HS-INNOVATION,25249,RENAISSANCE CHARTER HIGH SCHOOL FOR INNOVATION
CHARTER K-12 SCHOOLS,K-12 ALL GRADES SCHOOL - CHARTER,25252,RENAISSANCE CHARTER SCHOOL,25253,RENAISSANCE CHARTER SCHOOL 2 (THE)
CHARTER K-12 SCHOOLS,CHARTER SCHOOL,25253,RENAISSANCE CHARTER SCHOOL 2 (THE),25252,RENAISSANCE CHARTER SCHOOL
HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC,25440,RIDGEWOOD COMMUNICARE CENTER,25441,RIDGEWOOD COMMUNICARE CLINIC
HOSPITALS AND CLINICS,CHILD HEALTH CENTER,25441,RIDGEWOOD COMMUNICARE CLINIC,25440,RIDGEWOOD COMMUNICARE CENTER
PUBLIC K-12 SCHOOLS,ELEMENTARY SCHOOL - PUBLIC,25543,RIVERDALE AVENUE COMMUNITY SCHOOL,25544,RIVERDALE AVENUE MIDDLE SCHOOL
PUBLIC K-12 SCHOOLS,JUNIOR HIGH-INTERMEDIATE-MIDDLE SCHOOL - PUBLIC,25544,RIVERDALE AVENUE MIDDLE SCHOOL,25543,RIVERDALE AVENUE COMMUNITY SCHOOL
PARKING LOTS AND GARAGES,MUNICIPAL PARKING - OUTDOOR,25691,ROCKAWAY PARK MUNI PKG LOT,25692,"ROCKAWAY PARK, FIELD"
SENIOR SERVICES,SENIOR CENTER,25577,RIVERDALE SENIOR SERVICES INC,25578,RIVERDALE SENIOR SERVICES INC TRANSPORTATION ONLY
SENIOR SERVICES,TRANSPORTATION,25578,RIVERDALE SENIOR SERVICES INC TRANSPORTATION ONLY,25577,RIVERDALE SENIOR SERVICES INC
PARKING LOTS AND GARAGES,PUBLIC PARKING,25692,"ROCKAWAY PARK, FIELD",25691,ROCKAWAY PARK MUNI PKG LOT
SOUP KITCHENS AND FOOD PANTRIES,FOOD PANTRY,25864,RUSH TEMPLE A.M.E. ZION CHURCH PANTRY,25865,RUSH TEMPLE AME ZION CHURCH SOUP KITCHEN
CHEMICAL DEPENDENCY,OUTPATIENT CLINIC,25712,ROCKLAND OUTREACH CENTER OP,25713,ROCKLAND OUTREACH CENTER OP R
CHEMICAL DEPENDENCY,OUTPATIENT REHABILITATION,25713,ROCKLAND OUTREACH CENTER OP R,25712,ROCKLAND OUTREACH CENTER OP
SOUP KITCHENS AND FOOD PANTRIES,SOUP KITCHEN,25865,RUSH TEMPLE AME ZION CHURCH SOUP KITCHEN,25864,RUSH TEMPLE A.M.E. ZION CHURCH PANTRY
SOLID WASTE PROCESSING,RECYCLABLES HANDLING AND RECOVERY,26054,SAL'S METAL CORP,26055,SAL'S METAL CORP.
SOLID WASTE PROCESSING,SCRAP METAL PROCESSING,26055,SAL'S METAL CORP.,26054,SAL'S METAL CORP
CHEMICAL DEPENDENCY,INTENSIVE RESIDENTIAL,26106,"SAMARITAN DAYTOP VILLAGE, INC IR 2",26107,"SAMARITAN DAYTOP VILLAGE, INC. CR"
CHEMICAL DEPENDENCY,OPIOID OUTPATIENT TREATMENT,26112,"SAMARITAN DAYTOP VILLAGE, INC. OTP",26111,"SAMARITAN DAYTOP VILLAGE, INC. OP"
CHEMICAL DEPENDENCY,COMMUNITY RESIDENTIAL,26107,"SAMARITAN DAYTOP VILLAGE, INC. CR",26108,"SAMARITAN DAYTOP VILLAGE, INC. IR"
CHEMICAL DEPENDENCY,OPIOID OUTPATIENT TREATMENT,26114,"SAMARITAN DAYTOP VILLAGE, INC. OTP 2",26115,"SAMARITAN DAYTOP VILLAGE, INC. SRH"
CHEMICAL DEPENDENCY,COMMUNITY RESIDENTIAL,26107,"SAMARITAN DAYTOP VILLAGE, INC. CR",26106,"SAMARITAN DAYTOP VILLAGE, INC IR 2"
CHEMICAL DEPENDENCY,INTENSIVE RESIDENTIAL,26108,"SAMARITAN DAYTOP VILLAGE, INC. IR",26107,"SAMARITAN DAYTOP VILLAGE, INC. CR"
CHEMICAL DEPENDENCY,820 STABIL AND REHAB,26115,"SAMARITAN DAYTOP VILLAGE, INC. SRH",26114,"SAMARITAN DAYTOP VILLAGE, INC. OTP 2"
CHEMICAL DEPENDENCY,INTENSIVE RESIDENTIAL,26110,"SAMARITAN DAYTOP VILLAGE, INC. IR 4",26111,"SAMARITAN DAYTOP VILLAGE, INC. OP"
CHEMICAL DEPENDENCY,OUTPATIENT CLINIC,26118,SAMARITAN DAYTOP VILLAGE/HARLEM OP 1,26119,SAMARITAN DAYTOPVILL.-INTAKE/ASSESS IR
CHEMICAL DEPENDENCY,OUTPATIENT CLINIC,26111,"SAMARITAN DAYTOP VILLAGE, INC. OP",26112,"SAMARITAN DAYTOP VILLAGE, INC. OTP"
CHEMICAL DEPENDENCY,INTENSIVE RESIDENTIAL,26119,SAMARITAN DAYTOPVILL.-INTAKE/ASSESS IR,26118,SAMARITAN DAYTOP VILLAGE/HARLEM OP 1
CHEMICAL DEPENDENCY,OUTPATIENT CLINIC,26111,"SAMARITAN DAYTOP VILLAGE, INC. OP",26110,"SAMARITAN DAYTOP VILLAGE, INC. IR 4"
HEALTH PROMOTION AND DISEASE PREVENTION,HARM REDUCTION CENTER,26494,SECOND CHANCE RESOURCES GROUP INC FAITH-BASED INITIATIVE,26495,SECOND CHANCE RESOURCES GROUP INC OUTREACH AND EDUCATION IN CBOS
CHARTER K-12 SCHOOLS,JUNIOR HIGH-INTERMEDIATE-MIDDLE SCHOOL - CHARTER,26320,SCHOOL IN THE SQUARE PUBLIC CHARTER SCHOOL,26321,SCHOOL IN THE SQUARE PUBLIC CS
CHARTER K-12 SCHOOLS,CHARTER SCHOOL,26321,SCHOOL IN THE SQUARE PUBLIC CS,26320,SCHOOL IN THE SQUARE PUBLIC CHARTER SCHOOL
HEALTH PROMOTION AND DISEASE PREVENTION,OUTREACH AND EDUCATION IN CBOS,26495,SECOND CHANCE RESOURCES GROUP INC OUTREACH AND EDUCATION IN CBOS,26494,SECOND CHANCE RESOURCES GROUP INC FAITH-BASED INITIATIVE
PARKING LOTS AND GARAGES,PUBLIC PARKING,26690,"SHEEPSHEAD BAY # 1, FIELD",26691,SHEEPSHEAD BAY #1 PRKNG FIELD
OTHER HEALTH CARE,CAREGIVER,26601,SERVICES NOW FOR ADULT PERSONS INC CAREGIVER,26602,SERVICES NOW FOR ADULT PERSONS INC CASE MANAGEMENT ONLY
OTHER HEALTH CARE,CASE MANAGEMENT ONLY,26602,SERVICES NOW FOR ADULT PERSONS INC CASE MANAGEMENT ONLY,26601,SERVICES NOW FOR ADULT PERSONS INC CAREGIVER
PARKING LOTS AND GARAGES,MUNICIPAL PARKING - OUTDOOR,26691,SHEEPSHEAD BAY #1 PRKNG FIELD,26690,"SHEEPSHEAD BAY # 1, FIELD"
NON-PUBLIC K-12 SCHOOLS,HIGH SCHOOL - NON-PUBLIC,26910,SHULAMITH  OF BROOKLYN,26911,SHULAMITH SCHOOL FOR GIRLS-BROOKLYN
DAY CARE,DAY CARE,26817,SHOLOM DAY CARE 3,26818,SHOLOM DAY CARE INC EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES
DAY CARE,EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES,26818,SHOLOM DAY CARE INC EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES,26817,SHOLOM DAY CARE 3
NON-PUBLIC K-12 SCHOOLS,ELEMENTARY SCHOOL - NON-PUBLIC,26911,SHULAMITH SCHOOL FOR GIRLS-BROOKLYN,26910,SHULAMITH  OF BROOKLYN
CHARTER K-12 SCHOOLS,JUNIOR HIGH-INTERMEDIATE-MIDDLE SCHOOL - CHARTER,27237,SOUTH BRONX EARLY COLLEGE ACADEMY CHARTER SCHOOL,27238,SOUTH BRONX EARLY COLLEGE ACADEMY CS
CHARTER K-12 SCHOOLS,CHARTER SCHOOL,27013,SISULU-WALKER CHARTER SCHOOL,27014,SISULU-WALKER CHARTER SCHOOL OF HARLEM
CHARTER K-12 SCHOOLS,ELEMENTARY SCHOOL - CHARTER,27014,SISULU-WALKER CHARTER SCHOOL OF HARLEM,27013,SISULU-WALKER CHARTER SCHOOL
MUSEUMS,MUSEUM,27169,SOLOMON R. GUGGENHEIM FOUNDATION,27170,SOLOMON R. GUGGENHEIM MUSEUM
MUSEUMS,PUBLIC MUSEUMS AND SITES,27170,SOLOMON R. GUGGENHEIM MUSEUM,27169,SOLOMON R. GUGGENHEIM FOUNDATION
CHARTER K-12 SCHOOLS,CHARTER SCHOOL,27221,SOUTH BRONX CHARTER SCHOOL,27222,SOUTH BRONX CHARTER SCHOOL FOR INTERNATIONAL CULTURES AND THE ARTS
CHARTER K-12 SCHOOLS,ELEMENTARY SCHOOL - CHARTER,27222,SOUTH BRONX CHARTER SCHOOL FOR INTERNATIONAL CULTURES AND THE ARTS,27221,SOUTH BRONX CHARTER SCHOOL
